#,Address,Source,Scoreboard Dependencies,Live Registers,Warp Stall Sampling (All Samples),Instruction Category,Instructions Executed,Avg. Predicated-On Threads Executed,Address Space,Access Operation,Access Size,L1 Wavefronts Shared Excessive,L2 Theoretical Sectors Global Excessive,Register Dependencies,Predicate Dependencies,Uniform Register Dependencies,Uniform Predicate Dependencies
,,matrixMulRegister
485,0000000b 00e74140,"      FADD R12, R27, R12",0,41,1,Floating Point,32768,32,,,,,,,,,
486,0000000b 00e74150,"      FADD R44, R16, R5",0,41,,Floating Point,32768,32,,,,,,,,,
487,0000000b 00e74160,"      FADD R28, R28, R9",0,41,,Floating Point,32768,32,,,,,,,,,
488,0000000b 00e74170,"      FADD R27, R35, R8",0,41,1,Floating Point,32768,32,,,,,,,,,
489,0000000b 00e74180,"      FADD R26, R34, R19",0,40,2,Floating Point,32768,32,,,,,,,,,
490,0000000b 00e74190,"      FADD R8, R17, R5",0,39,2,Floating Point,32768,32,,,,,,,,,
491,0000000b 00e741a0,"      FADD R9, R18, R5",0,40,4,Floating Point,32768,32,,,,,,,,,
492,0000000b 00e741b0,"      FADD R34, R16, R30",0,41,2,Floating Point,32768,32,,,,,,,,,
493,0000000b 00e741c0,"      FADD R29, R43, R15",0,42,9,Floating Point,32768,32,,,,,,,,,
494,0000000b 00e741d0,"      FADD R45, R21, R44",0,42,1,Floating Point,32768,32,,,,,,,,,
495,0000000b 00e741e0,"      FADD R13, R13, R8",0,40,1,Floating Point,32768,32,,,,,,,,,
496,0000000b 00e741f0,"      FADD R21, R11, R34",0,40,3,Floating Point,32768,32,,,,,,,,,
497,0000000b 00e74200,"      FADD R12, R12, R9",0,38,2,Floating Point,32768,32,,,,,,,,,
498,0000000b 00e74210,"      FADD R29, R10, R29",0,37,1,Floating Point,32768,32,,,,,,,,,
499,0000000b 00e74220,"      FADD R34, R18, R30",0,37,1,Floating Point,32768,32,,,,,,,,,
500,0000000b 00e74230,"      FADD R19, R17, R30",0,38,1,Floating Point,32768,32,,,,,,,,,
501,0000000b 00e74240,"      LDS.128 R8, [R37+0xb0]",0,42,3,Load/Store,32768,32,Shared,Load,128,,,,,,
502,0000000b 00e74250,"      FADD R41, R41, R34",0,42,9,Floating Point,32768,32,,,,,,,,,
503,0000000b 00e74260,"      FADD R19, R32, R19",0,41,6,Floating Point,32768,32,,,,,,,,,
504,0000000b 00e74270,"      LDS.128 R32, [R0.X16+0x16b0]",0,44,36,Load/Store,32768,32,Shared,Load,128,,,,,,
505,0000000b 00e74280,"      FADD R5, R43, R5",0,44,3,Floating Point,32768,32,,,,,,,,,
506,0000000b 00e74290,"      FADD R15, R43, R30",0,45,,Floating Point,32768,32,,,,,,,,,
507,0000000b 00e742a0,"      FADD R5, R4, R5",0,44,28,Floating Point,32768,32,,,,,,,,,
508,0000000b 00e742b0,"      FADD R4, R40, R15",0,44,,Floating Point,32768,32,,,,,,,,,
509,0000000b 00e742c0,"      FADD R30, R43, R8",0,43,51,Floating Point,32768,32,,,,,,,,,
510,0000000b 00e742d0,"      FADD R43, R8, R18",0,43,2,Floating Point,32768,32,,,,,,,,,
511,0000000b 00e742e0,"      FADD R15, R16, R8",0,43,1,Floating Point,32768,32,,,,,,,,,
512,0000000b 00e742f0,"      FADD R17, R8, R17",0,42,1,Floating Point,32768,32,,,,,,,,,
513,0000000b 00e74300,"      FADD R23, R23, R30",0,41,1,Floating Point,32768,32,,,,,,,,,
514,0000000b 00e74310,"      FADD R16, R32, R9",0,41,63,Floating Point,32768,32,,,,,,,,,
515,0000000b 00e74320,"      FADD R46, R33, R9",0,42,3,Floating Point,32768,32,,,,,,,,,
516,0000000b 00e74330,"      FADD R30, R34, R9",0,43,1,Floating Point,32768,32,,,,,,,,,
517,0000000b 00e74340,"      FADD R8, R14, R43",0,44,3,Floating Point,32768,32,,,,,,,,,
518,0000000b 00e74350,"      FADD R9, R35, R9",0,42,1,Floating Point,32768,32,,,,,,,,,
519,0000000b 00e74360,"      FADD R14, R32, R6",0,43,1,Floating Point,32768,32,,,,,,,,,
520,0000000b 00e74370,"      FADD R17, R42, R17",0,43,3,Floating Point,32768,32,,,,,,,,,
521,0000000b 00e74380,"      FADD R42, R23, R16",0,43,2,Floating Point,32768,32,,,,,,,,,
522,0000000b 00e74390,"      FADD R8, R8, R9",0,41,1,Floating Point,32768,32,,,,,,,,,
523,0000000b 00e743a0,"      FADD R16, R33, R6",0,41,,Floating Point,32768,32,,,,,,,,,
524,0000000b 00e743b0,"      FADD R9, R5, R14",0,42,1,Floating Point,32768,32,,,,,,,,,
525,0000000b 00e743c0,"      FADD R15, R22, R15",0,40,,Floating Point,32768,32,,,,,,,,,
526,0000000b 00e743d0,"      FADD R14, R34, R6",0,40,2,Floating Point,32768,32,,,,,,,,,
527,0000000b 00e743e0,"      FADD R5, R35, R6",0,41,1,Floating Point,32768,32,,,,,,,,,
528,0000000b 00e743f0,"      FADD R30, R17, R30",0,40,,Floating Point,32768,32,,,,,,,,,
529,0000000b 00e74400,"      FADD R45, R45, R16",0,39,2,Floating Point,32768,32,,,,,,,,,
530,0000000b 00e74410,"      FADD R17, R32, R31",0,39,,Floating Point,32768,32,,,,,,,,,
531,0000000b 00e74420,"      FADD R6, R33, R31",0,40,4,Floating Point,32768,32,,,,,,,,,
532,0000000b 00e74430,"      FADD R16, R34, R31",0,41,3,Floating Point,32768,32,,,,,,,,,
533,0000000b 00e74440,"      FADD R46, R15, R46",0,41,,Floating Point,32768,32,,,,,,,,,
534,0000000b 00e74450,"      FADD R23, R13, R14",0,41,3,Floating Point,32768,32,,,,,,,,,
535,0000000b 00e74460,"      FADD R22, R12, R5",0,40,2,Floating Point,32768,32,,,,,,,,,
536,0000000b 00e74470,"      LDS.128 R12, [R37+0x30]",0,42,32,Load/Store,32768,32,Shared,Load,128,,,,,,
537,0000000b 00e74480,"      FADD R5, R21, R6",0,43,2,Floating Point,32768,32,,,,,,,,,
538,0000000b 00e74490,"      FADD R4, R4, R17",0,41,4,Floating Point,32768,32,,,,,,,,,
539,0000000b 00e744a0,"      FADD R6, R19, R16",0,41,2,Floating Point,32768,32,,,,,,,,,
540,0000000b 00e744b0,"      LDS R21, [R0.X16+0x1740]",0,40,3,Load/Store,32768,32,Shared,Load,32,,,,,,
541,0000000b 00e744c0,"      LDS.128 R16, [R0.X16+0x1730]",0,44,19,Load/Store,32768,32,Shared,Load,128,,,,,,
542,0000000b 00e744d0,"      FADD R40, R35, R31",0,44,3,Floating Point,32768,32,,,,,,,,,
543,0000000b 00e744e0,"      FADD R41, R41, R40",0,43,45,Floating Point,32768,32,,,,,,,,,
544,0000000b 00e744f0,"      FADD R32, R32, R12",0,42,64,Floating Point,32768,32,,,,,,,,,
545,0000000b 00e74500,"      FADD R33, R12, R33",0,42,2,Floating Point,32768,32,,,,,,,,,
546,0000000b 00e74510,"      FADD R34, R12, R34",0,42,1,Floating Point,32768,32,,,,,,,,,
547,0000000b 00e74520,"      FADD R35, R12, R35",0,42,5,Floating Point,32768,32,,,,,,,,,
548,0000000b 00e74530,"      FADD R29, R29, R32",0,41,1,Floating Point,32768,32,,,,,,,,,
549,0000000b 00e74540,"      FADD R28, R28, R33",0,40,4,Floating Point,32768,32,,,,,,,,,
550,0000000b 00e74550,"      FADD R27, R27, R34",0,39,2,Floating Point,32768,32,,,,,,,,,
551,0000000b 00e74560,"      FADD R40, R17, R13",0,39,56,Floating Point,32768,32,,,,,,,,,
552,0000000b 00e74570,"      FADD R31, R13, R18",0,40,2,Floating Point,32768,32,,,,,,,,,
553,0000000b 00e74580,"      FADD R12, R13, R19",0,41,2,Floating Point,32768,32,,,,,,,,,
554,0000000b 00e74590,"      FADD R40, R29, R40",0,41,23,Floating Point,32768,32,,,,,,,,,
555,0000000b 00e745a0,"      FADD R44, R28, R31",0,41,,Floating Point,32768,32,,,,,,,,,
556,0000000b 00e745b0,"      FADD R43, R27, R12",0,40,1,Floating Point,32768,32,,,,,,,,,
557,0000000b 00e745c0,"      FADD R27, R17, R10",0,39,2,Floating Point,32768,32,,,,,,,,,
558,0000000b 00e745d0,"      FADD R29, R18, R10",0,40,2,Floating Point,32768,32,,,,,,,,,
559,0000000b 00e745e0,"      FADD R31, R19, R10",0,41,2,Floating Point,32768,32,,,,,,,,,
560,0000000b 00e745f0,"      FADD R35, R26, R35",0,41,,Floating Point,32768,32,,,,,,,,,
561,0000000b 00e74600,"      FADD R12, R21, R13",0,41,3,Floating Point,32768,32,,,,,,,,,
562,0000000b 00e74610,"      FADD R42, R42, R27",0,40,2,Floating Point,32768,32,,,,,,,,,
563,0000000b 00e74620,"      FADD R26, R46, R29",0,40,1,Floating Point,32768,32,,,,,,,,,
564,0000000b 00e74630,"      FADD R27, R30, R31",0,39,6,Floating Point,32768,32,,,,,,,,,
565,0000000b 00e74640,"      FADD R35, R35, R12",0,37,,Floating Point,32768,32,,,,,,,,,
566,0000000b 00e74650,"      LDS.128 R28, [R37+0x1c0]",0,40,2,Load/Store,32768,32,Shared,Load,128,,,,,,
567,0000000b 00e74660,"      FADD R12, R17, R7",0,41,,Floating Point,32768,32,,,,,,,,,
568,0000000b 00e74670,"      FADD R13, R21, R10",0,42,4,Floating Point,32768,32,,,,,,,,,
569,0000000b 00e74680,"      FADD R33, R9, R12",0,42,27,Floating Point,32768,32,,,,,,,,,
570,0000000b 00e74690,"      FADD R16, R8, R13",0,41,2,Floating Point,32768,32,,,,,,,,,
571,0000000b 00e746a0,"      FADD R12, R19, R7",0,40,4,Floating Point,32768,32,,,,,,,,,
572,0000000b 00e746b0,"      LDS.64 R8, [R0.X16+0x17b8]",0,42,2,Load/Store,32768,32,Shared,Load,64,,,,,,
573,0000000b 00e746c0,"      FADD R23, R23, R12",0,42,16,Floating Point,32768,32,,,,,,,,,
574,0000000b 00e746d0,"      LDS.64 R12, [R0.X16+0x17c0]",0,43,14,Load/Store,32768,32,Shared,Load,64,,,,,,
575,0000000b 00e746e0,"      FADD R10, R18, R7",0,44,1,Floating Point,32768,32,,,,,,,,,
576,0000000b 00e746f0,"      FADD R7, R21, R7",0,44,,Floating Point,32768,32,,,,,,,,,
577,0000000b 00e74700,"      FADD R34, R22, R7",0,45,41,Floating Point,32768,32,,,,,,,,,
578,0000000b 00e74710,"      FADD R17, R17, R28",0,43,18,Floating Point,32768,32,,,,,,,,,
579,0000000b 00e74720,"      FADD R18, R28, R18",0,43,3,Floating Point,32768,32,,,,,,,,,
580,0000000b 00e74730,"      FADD R19, R28, R19",0,43,2,Floating Point,32768,32,,,,,,,,,
581,0000000b 00e74740,"      FADD R28, R21, R28",0,43,3,Floating Point,32768,32,,,,,,,,,
582,0000000b 00e74750,"      FADD R4, R4, R17",0,42,4,Floating Point,32768,32,,,,,,,,,
583,0000000b 00e74760,"      FADD R17, R5, R18",0,42,3,Floating Point,32768,32,,,,,,,,,
584,0000000b 00e74770,"      FADD R32, R6, R19",0,41,5,Floating Point,32768,32,,,,,,,,,
585,0000000b 00e74780,"      FADD R21, R9, R11",0,40,20,Floating Point,32768,32,,,,,,,,,
586,0000000b 00e74790,"      FADD R5, R8, R14",0,41,2,Floating Point,32768,32,,,,,,,,,
587,0000000b 00e747a0,"      FADD R19, R8, R29",0,42,2,Floating Point,32768,32,,,,,,,,,
588,0000000b 00e747b0,"      FADD R21, R26, R21",0,42,25,Floating Point,32768,32,,,,,,,,,
589,0000000b 00e747c0,"      FADD R40, R40, R5",0,41,2,Floating Point,32768,32,,,,,,,,,
590,0000000b 00e747d0,"      FADD R26, R4, R19",0,41,3,Floating Point,32768,32,,,,,,,,,
591,0000000b 00e747e0,"      FADD R5, R14, R9",0,40,1,Floating Point,32768,32,,,,,,,,,
592,0000000b 00e747f0,"      FADD R4, R12, R14",0,41,16,Floating Point,32768,32,,,,,,,,,
593,0000000b 00e74800,"      FADD R7, R8, R11",0,42,2,Floating Point,32768,32,,,,,,,,,
594,0000000b 00e74810,"      FADD R14, R14, R13",0,42,4,Floating Point,32768,32,,,,,,,,,
595,0000000b 00e74820,"      FADD R6, R12, R11",0,43,2,Floating Point,32768,32,,,,,,,,,
596,0000000b 00e74830,"      FADD R11, R13, R11",0,43,4,Floating Point,32768,32,,,,,,,,,
597,0000000b 00e74840,"      FADD R41, R41, R28",0,43,7,Floating Point,32768,32,,,,,,,,,
598,0000000b 00e74850,"      FADD R35, R35, R14",0,42,1,Floating Point,32768,32,,,,,,,,,
599,0000000b 00e74860,"      FADD R28, R44, R5",0,42,,Floating Point,32768,32,,,,,,,,,
600,0000000b 00e74870,"      FADD R22, R42, R7",0,41,1,Floating Point,32768,32,,,,,,,,,
601,0000000b 00e74880,"      FADD R43, R43, R4",0,39,2,Floating Point,32768,32,,,,,,,,,
602,0000000b 00e74890,"      FADD R27, R27, R6",0,38,1,Floating Point,32768,32,,,,,,,,,
603,0000000b 00e748a0,"      FADD R14, R16, R11",0,38,1,Floating Point,32768,32,,,,,,,,,
604,0000000b 00e748b0,"      LDS.128 R4, [R37+0x140]",0,40,2,Load/Store,32768,32,Shared,Load,128,,,,,,
605,0000000b 00e748c0,"      FADD R16, R9, R29",0,41,3,Floating Point,32768,32,,,,,,,,,
606,0000000b 00e748d0,"      FADD R19, R12, R29",0,42,4,Floating Point,32768,32,,,,,,,,,
607,0000000b 00e748e0,"      LDS R42, [R0.X16+0x183c]",0,43,40,Load/Store,32768,32,Shared,Load,32,,,,,,
608,0000000b 00e748f0,"      FADD R11, R17, R16",0,44,1,Floating Point,32768,32,,,,,,,,,
609,0000000b 00e74900,"      FADD R32, R32, R19",0,42,7,Floating Point,32768,32,,,,,,,,,
610,0000000b 00e74910,"      LDS.128 R16, [R0.X16+0x1840]",0,45,14,Load/Store,32768,32,Shared,Load,128,,,,,,
611,0000000b 00e74920,"      FADD R44, R13, R29",0,45,,Floating Point,32768,32,,,,,,,,,
612,0000000b 00e74930,"      FADD R10, R45, R10",0,44,4,Floating Point,32768,32,,,,,,,,,
613,0000000b 00e74940,"      FADD R12, R12, R4",0,43,60,Floating Point,32768,32,,,,,,,,,
614,0000000b 00e74950,"      FADD R29, R4, R13",0,44,2,Floating Point,32768,32,,,,,,,,,
615,0000000b 00e74960,"      FADD R8, R8, R4",0,43,1,Floating Point,32768,32,,,,,,,,,
616,0000000b 00e74970,"      FADD R9, R4, R9",0,43,1,Floating Point,32768,32,,,,,,,,,
617,0000000b 00e74980,"      FADD R13, R23, R12",0,43,3,Floating Point,32768,32,,,,,,,,,
618,0000000b 00e74990,"      FADD R12, R34, R29",0,42,1,Floating Point,32768,32,,,,,,,,,
619,0000000b 00e749a0,"      FADD R33, R33, R8",0,40,1,Floating Point,32768,32,,,,,,,,,
620,0000000b 00e749b0,"      FADD R10, R10, R9",0,39,3,Floating Point,32768,32,,,,,,,,,
621,0000000b 00e749c0,"      FADD R29, R16, R15",0,39,64,Floating Point,32768,32,,,,,,,,,
622,0000000b 00e749d0,"      FADD R4, R15, R17",0,40,5,Floating Point,32768,32,,,,,,,,,
623,0000000b 00e749e0,"      FADD R8, R15, R18",0,41,5,Floating Point,32768,32,,,,,,,,,
624,0000000b 00e749f0,"      FADD R9, R16, R5",0,42,5,Floating Point,32768,32,,,,,,,,,
625,0000000b 00e74a00,"      FADD R29, R28, R29",0,42,4,Floating Point,32768,32,,,,,,,,,
626,0000000b 00e74a10,"      FADD R28, R43, R4",0,42,,Floating Point,32768,32,,,,,,,,,
627,0000000b 00e74a20,"      FADD R23, R35, R8",0,41,3,Floating Point,32768,32,,,,,,,,,
628,0000000b 00e74a30,"      FADD R43, R10, R9",0,40,1,Floating Point,32768,32,,,,,,,,,
629,0000000b 00e74a40,"      FADD R4, R17, R5",0,39,3,Floating Point,32768,32,,,,,,,,,
630,0000000b 00e74a50,"      FADD R9, R18, R5",0,40,3,Floating Point,32768,32,,,,,,,,,
631,0000000b 00e74a60,"      FADD R8, R16, R30",0,41,1,Floating Point,32768,32,,,,,,,,,
632,0000000b 00e74a70,"      FADD R15, R42, R15",0,41,1,Floating Point,32768,32,,,,,,,,,
633,0000000b 00e74a80,"      FADD R13, R13, R4",0,41,4,Floating Point,32768,32,,,,,,,,,
634,0000000b 00e74a90,"      FADD R12, R12, R9",0,40,3,Floating Point,32768,32,,,,,,,,,
635,0000000b 00e74aa0,"      FADD R4, R11, R8",0,40,3,Floating Point,32768,32,,,,,,,,,
636,0000000b 00e74ab0,"      FADD R34, R42, R5",0,39,,Floating Point,32768,32,,,,,,,,,
637,0000000b 00e74ac0,"      FADD R19, R17, R30",0,39,,Floating Point,32768,32,,,,,,,,,
638,0000000b 00e74ad0,"      LDS.128 R8, [R37+0xc0]",0,43,1,Load/Store,32768,32,Shared,Load,128,,,,,,
639,0000000b 00e74ae0,"      FADD R40, R40, R15",0,43,1,Floating Point,32768,32,,,,,,,,,
640,0000000b 00e74af0,"      FADD R15, R33, R34",0,43,1,Floating Point,32768,32,,,,,,,,,
641,0000000b 00e74b00,"      FADD R19, R32, R19",0,41,2,Floating Point,32768,32,,,,,,,,,
642,0000000b 00e74b10,"      LDS.128 R32, [R0.X16+0x18c0]",0,44,30,Load/Store,32768,32,Shared,Load,128,,,,,,
643,0000000b 00e74b20,"      FADD R5, R42, R30",0,45,2,Floating Point,32768,32,,,,,,,,,
644,0000000b 00e74b30,"      FADD R5, R26, R5",0,45,30,Floating Point,32768,32,,,,,,,,,
645,0000000b 00e74b40,"      FADD R41, R41, R44",0,44,4,Floating Point,32768,32,,,,,,,,,
646,0000000b 00e74b50,"      FADD R44, R18, R30",0,44,2,Floating Point,32768,32,,,,,,,,,
647,0000000b 00e74b60,"      FADD R16, R16, R8",0,43,34,Floating Point,32768,32,,,,,,,,,
648,0000000b 00e74b70,"      FADD R45, R42, R8",0,44,1,Floating Point,32768,32,,,,,,,,,
649,0000000b 00e74b80,"      FADD R26, R8, R17",0,44,3,Floating Point,32768,32,,,,,,,,,
650,0000000b 00e74b90,"      FADD R17, R8, R18",0,44,1,Floating Point,32768,32,,,,,,,,,
651,0000000b 00e74ba0,"      FADD R16, R21, R16",0,42,2,Floating Point,32768,32,,,,,,,,,
652,0000000b 00e74bb0,"      FADD R22, R22, R45",0,41,2,Floating Point,32768,32,,,,,,,,,
653,0000000b 00e74bc0,"      FADD R21, R32, R9",0,41,46,Floating Point,32768,32,,,,,,,,,
654,0000000b 00e74bd0,"      FADD R8, R14, R17",0,42,5,Floating Point,32768,32,,,,,,,,,
655,0000000b 00e74be0,"      FADD R17, R33, R9",0,41,1,Floating Point,32768,32,,,,,,,,,
656,0000000b 00e74bf0,"      FADD R42, R22, R21",0,42,20,Floating Point,32768,32,,,,,,,,,
657,0000000b 00e74c00,"      FADD R21, R34, R9",0,41,1,Floating Point,32768,32,,,,,,,,,
658,0000000b 00e74c10,"      FADD R9, R35, R9",0,41,3,Floating Point,32768,32,,,,,,,,,
659,0000000b 00e74c20,"      FADD R14, R32, R6",0,42,1,Floating Point,32768,32,,,,,,,,,
660,0000000b 00e74c30,"      FADD R26, R27, R26",0,42,3,Floating Point,32768,32,,,,,,,,,
661,0000000b 00e74c40,"      FADD R8, R8, R9",0,41,13,Floating Point,32768,32,,,,,,,,,
662,0000000b 00e74c50,"      FADD R9, R15, R14",0,41,4,Floating Point,32768,32,,,,,,,,,
663,0000000b 00e74c60,"      FADD R14, R34, R6",0,40,2,Floating Point,32768,32,,,,,,,,,
664,0000000b 00e74c70,"      FADD R15, R35, R6",0,41,4,Floating Point,32768,32,,,,,,,,,
665,0000000b 00e74c80,"      FADD R30, R26, R21",0,42,3,Floating Point,32768,32,,,,,,,,,
666,0000000b 00e74c90,"      FADD R26, R33, R6",0,41,2,Floating Point,32768,32,,,,,,,,,
667,0000000b 00e74ca0,"      FADD R6, R32, R31",0,41,3,Floating Point,32768,32,,,,,,,,,
668,0000000b 00e74cb0,"      FADD R27, R13, R14",0,42,4,Floating Point,32768,32,,,,,,,,,
669,0000000b 00e74cc0,"      FADD R22, R12, R15",0,41,1,Floating Point,32768,32,,,,,,,,,
670,0000000b 00e74cd0,"      FADD R46, R16, R17",0,40,1,Floating Point,32768,32,,,,,,,,,
671,0000000b 00e74ce0,"      LDS.128 R12, [R37+0x40]",0,42,2,Load/Store,32768,32,Shared,Load,128,,,,,,
672,0000000b 00e74cf0,"      FADD R5, R5, R6",0,42,3,Floating Point,32768,32,,,,,,,,,
673,0000000b 00e74d00,"      FADD R17, R33, R31",0,42,2,Floating Point,32768,32,,,,,,,,,
674,0000000b 00e74d10,"      FADD R6, R34, R31",0,43,1,Floating Point,32768,32,,,,,,,,,
675,0000000b 00e74d20,"      LDS R21, [R0.X16+0x1950]",0,44,2,Load/Store,32768,32,Shared,Load,32,,,,,,
676,0000000b 00e74d30,"      FADD R4, R4, R17",0,44,13,Floating Point,32768,32,,,,,,,,,
677,0000000b 00e74d40,"      FADD R6, R19, R6",0,43,2,Floating Point,32768,32,,,,,,,,,
678,0000000b 00e74d50,"      LDS.128 R16, [R0.X16+0x1940]",0,46,43,Load/Store,32768,32,Shared,Load,128,,,,,,
679,0000000b 00e74d60,"      FADD R41, R41, R44",0,45,3,Floating Point,32768,32,,,,,,,,,
680,0000000b 00e74d70,"      FADD R44, R35, R31",0,45,1,Floating Point,32768,32,,,,,,,,,
681,0000000b 00e74d80,"      FADD R41, R41, R44",0,44,32,Floating Point,32768,32,,,,,,,,,
682,0000000b 00e74d90,"      FADD R26, R43, R26",0,43,2,Floating Point,32768,32,,,,,,,,,
683,0000000b 00e74da0,"      FADD R31, R32, R12",0,43,32,Floating Point,32768,32,,,,,,,,,
684,0000000b 00e74db0,"      FADD R32, R12, R33",0,43,2,Floating Point,32768,32,,,,,,,,,
685,0000000b 00e74dc0,"      FADD R33, R12, R34",0,43,,Floating Point,32768,32,,,,,,,,,
686,0000000b 00e74dd0,"      FADD R12, R12, R35",0,42,4,Floating Point,32768,32,,,,,,,,,
687,0000000b 00e74de0,"      FADD R31, R40, R31",0,41,,Floating Point,32768,32,,,,,,,,,
688,0000000b 00e74df0,"      FADD R29, R29, R32",0,40,4,Floating Point,32768,32,,,,,,,,,
689,0000000b 00e74e00,"      FADD R35, R23, R12",0,40,7,Floating Point,32768,32,,,,,,,,,
690,0000000b 00e74e10,"      FADD R12, R17, R13",0,39,54,Floating Point,32768,32,,,,,,,,,
691,0000000b 00e74e20,"      FADD R44, R13, R18",0,40,5,Floating Point,32768,32,,,,,,,,,
692,0000000b 00e74e30,"      FADD R28, R28, R33",0,40,,Floating Point,32768,32,,,,,,,,,
693,0000000b 00e74e40,"      FADD R23, R17, R10",0,40,2,Floating Point,32768,32,,,,,,,,,
694,0000000b 00e74e50,"      FADD R45, R31, R12",0,41,2,Floating Point,32768,32,,,,,,,,,
695,0000000b 00e74e60,"      FADD R44, R29, R44",0,39,,Floating Point,32768,32,,,,,,,,,
696,0000000b 00e74e70,"      FADD R29, R18, R10",0,39,1,Floating Point,32768,32,,,,,,,,,
697,0000000b 00e74e80,"      FADD R31, R19, R10",0,40,2,Floating Point,32768,32,,,,,,,,,
698,0000000b 00e74e90,"      FADD R43, R13, R19",0,41,1,Floating Point,32768,32,,,,,,,,,
699,0000000b 00e74ea0,"      FADD R12, R21, R13",0,42,1,Floating Point,32768,32,,,,,,,,,
700,0000000b 00e74eb0,"      FADD R42, R42, R23",0,41,3,Floating Point,32768,32,,,,,,,,,
701,0000000b 00e74ec0,"      FADD R23, R46, R29",0,41,2,Floating Point,32768,32,,,,,,,,,
702,0000000b 00e74ed0,"      FADD R43, R28, R43",0,39,1,Floating Point,32768,32,,,,,,,,,
703,0000000b 00e74ee0,"      FADD R40, R30, R31",0,39,2,Floating Point,32768,32,,,,,,,,,
704,0000000b 00e74ef0,"      FADD R35, R35, R12",0,37,,Floating Point,32768,32,,,,,,,,,
705,0000000b 00e74f00,"      LDS.128 R28, [R37+0x1d0]",0,40,1,Load/Store,32768,32,Shared,Load,128,,,,,,
706,0000000b 00e74f10,"      FADD R13, R21, R10",0,41,,Floating Point,32768,32,,,,,,,,,
707,0000000b 00e74f20,"      FADD R12, R17, R7",0,41,3,Floating Point,32768,32,,,,,,,,,
708,0000000b 00e74f30,"      FADD R16, R8, R13",0,42,35,Floating Point,32768,32,,,,,,,,,
709,0000000b 00e74f40,"      FADD R33, R9, R12",0,41,3,Floating Point,32768,32,,,,,,,,,
710,0000000b 00e74f50,"      FADD R13, R18, R7",0,40,3,Floating Point,32768,32,,,,,,,,,
711,0000000b 00e74f60,"      LDS.64 R8, [R0.X16+0x19c8]",0,42,3,Load/Store,32768,32,Shared,Load,64,,,,,,
712,0000000b 00e74f70,"      FADD R26, R26, R13",0,42,13,Floating Point,32768,32,,,,,,,,,
713,0000000b 00e74f80,"      LDS.64 R12, [R0.X16+0x19d0]",0,43,17,Load/Store,32768,32,Shared,Load,64,,,,,,
714,0000000b 00e74f90,"      FADD R10, R19, R7",0,44,2,Floating Point,32768,32,,,,,,,,,
715,0000000b 00e74fa0,"      FADD R27, R27, R10",0,44,22,Floating Point,32768,32,,,,,,,,,
716,0000000b 00e74fb0,"      FADD R7, R21, R7",0,43,1,Floating Point,32768,32,,,,,,,,,
717,0000000b 00e74fc0,"      FADD R34, R22, R7",0,44,16,Floating Point,32768,32,,,,,,,,,
718,0000000b 00e74fd0,"      FADD R10, R17, R28",0,43,10,Floating Point,32768,32,,,,,,,,,
719,0000000b 00e74fe0,"      FADD R17, R28, R18",0,43,1,Floating Point,32768,32,,,,,,,,,
720,0000000b 00e74ff0,"      FADD R19, R28, R19",0,42,1,Floating Point,32768,32,,,,,,,,,
721,0000000b 00e75000,"      FADD R17, R4, R17",0,42,18,Floating Point,32768,32,,,,,,,,,
722,0000000b 00e75010,"      FADD R32, R6, R19",0,42,1,Floating Point,32768,32,,,,,,,,,
723,0000000b 00e75020,"      FADD R5, R5, R10",0,40,3,Floating Point,32768,32,,,,,,,,,
724,0000000b 00e75030,"      FADD R4, R9, R11",0,40,12,Floating Point,32768,32,,,,,,,,,
725,0000000b 00e75040,"      FADD R6, R8, R29",0,41,2,Floating Point,32768,32,,,,,,,,,
726,0000000b 00e75050,"      FADD R28, R21, R28",0,41,1,Floating Point,32768,32,,,,,,,,,
727,0000000b 00e75060,"      FADD R10, R8, R14",0,41,,Floating Point,32768,32,,,,,,,,,
728,0000000b 00e75070,"      FADD R21, R23, R4",0,42,4,Floating Point,32768,32,,,,,,,,,
729,0000000b 00e75080,"      FADD R7, R14, R9",0,41,7,Floating Point,32768,32,,,,,,,,,
730,0000000b 00e75090,"      FADD R23, R5, R6",0,42,2,Floating Point,32768,32,,,,,,,,,
731,0000000b 00e750a0,"      FADD R4, R12, R14",0,41,16,Floating Point,32768,32,,,,,,,,,
732,0000000b 00e750b0,"      FADD R19, R8, R11",0,42,3,Floating Point,32768,32,,,,,,,,,
733,0000000b 00e750c0,"      FADD R14, R14, R13",0,42,,Floating Point,32768,32,,,,,,,,,
734,0000000b 00e750d0,"      FADD R5, R12, R11",0,43,2,Floating Point,32768,32,,,,,,,,,
735,0000000b 00e750e0,"      FADD R11, R13, R11",0,43,1,Floating Point,32768,32,,,,,,,,,
736,0000000b 00e750f0,"      FADD R41, R41, R28",0,43,4,Floating Point,32768,32,,,,,,,,,
737,0000000b 00e75100,"      FADD R35, R35, R14",0,42,2,Floating Point,32768,32,,,,,,,,,
738,0000000b 00e75110,"      FADD R22, R42, R19",0,42,1,Floating Point,32768,32,,,,,,,,,
739,0000000b 00e75120,"      FADD R14, R16, R11",0,41,2,Floating Point,32768,32,,,,,,,,,
740,0000000b 00e75130,"      FADD R28, R44, R7",0,40,2,Floating Point,32768,32,,,,,,,,,
741,0000000b 00e75140,"      FADD R43, R43, R4",0,38,1,Floating Point,32768,32,,,,,,,,,
