#,Address,Source,Scoreboard Dependencies,Live Registers,Warp Stall Sampling (All Samples),Instruction Category,Instructions Executed,Avg. Predicated-On Threads Executed,Address Space,Access Operation,Access Size,L1 Wavefronts Shared Excessive,L2 Theoretical Sectors Global Excessive,Register Dependencies,Predicate Dependencies,Uniform Register Dependencies,Uniform Predicate Dependencies
,,matrixMulRegister
1244,0000000b 00e770b0,"      IMAD.WIDE R6, R6, R11, c[0x0][0x170]",0,20,,Integer,2048,32,,,,,,,,,
1245,0000000b 00e770c0,"      IADD3 R2, R39, c[0x0][0x17c], R0",0,21,,Integer,2048,32,,,,,,,,,
1246,0000000b 00e770d0,"@!P4  STG.E [R4.64+0x8], R9",0,19,,Load/Store,2048,32,Global,Store,32,,8192,,,,
1247,0000000b 00e770e0,"      ISETP.GE.OR P4, PT, R10, c[0x0][0x178], P1",0,18,1,Integer,2048,32,,,,,,,,,
1248,0000000b 00e770f0,"      ISETP.GE.OR P1, PT, R38, c[0x0][0x178], P1",0,18,1,Integer,2048,32,,,,,,,,,
1249,0000000b 00e77100,"@!P6  STG.E [R4.64+0xc], R8",0,18,,Load/Store,2048,32,Global,Store,32,,8192,,,,
1250,0000000b 00e77110,"      ISETP.GE.OR P6, PT, R10, c[0x0][0x178], P2",0,15,,Integer,2048,32,,,,,,,,,
1251,0000000b 00e77120,"      IMAD.WIDE R2, R2, R11, c[0x0][0x170]",0,16,,Integer,2048,32,,,,,,,,,
1252,0000000b 00e77130,"      ISETP.GE.OR P2, PT, R38, c[0x0][0x178], P2",0,15,1,Integer,2048,32,,,,,,,,,
1253,0000000b 00e77140,"@!P5  STG.E [R6.64], R35",0,15,1,Load/Store,2048,32,Global,Store,32,,,,,,
1254,0000000b 00e77150,"      ISETP.GE.OR P5, PT, R10, c[0x0][0x178], P0",0,14,,Integer,2048,32,,,,,,,,,
1255,0000000b 00e77160,"      ISETP.GE.OR P0, PT, R38, c[0x0][0x178], P0",0,13,2,Integer,2048,32,,,,,,,,,
1256,0000000b 00e77170,"@!P4  STG.E [R6.64+0x4], R32",0,12,1,Load/Store,2048,32,Global,Store,32,,8192,,,,
1257,0000000b 00e77180,"@!P6  STG.E [R6.64+0xc], R34",0,11,,Load/Store,2048,32,Global,Store,32,,8192,,,,
1258,0000000b 00e77190,"@!P5  STG.E [R6.64+0x8], R33",0,10,1,Load/Store,2048,32,Global,Store,32,,8192,,,,
1259,0000000b 00e771a0,"@!P3  STG.E [R2.64], R45",0,7,3,Load/Store,2048,32,Global,Store,32,,,,,,
1260,0000000b 00e771b0,"@!P1  STG.E [R2.64+0x4], R44",0,6,,Load/Store,2048,32,Global,Store,32,,8192,,,,
1261,0000000b 00e771c0,"@!P0  STG.E [R2.64+0x8], R31",0,5,3,Load/Store,2048,32,Global,Store,32,,8192,,,,
1262,0000000b 00e771d0,@P2   EXIT,0,4,1,Control,2048,,,,,,,,,,
1263,0000000b 00e771e0,"      STG.E [R2.64+0xc], R41",0,4,4,Load/Store,2048,32,Global,Store,32,,8192,,,,
1264,0000000b 00e771f0,      EXIT,0,1,,Control,2048,32,,,,,,,,,
1265,0000000b 00e77200,      BRA 0xb00e77200,0,1,17,Control,,,,,,,,,,,
1266,0000000b 00e77210,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1267,0000000b 00e77220,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1268,0000000b 00e77230,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1269,0000000b 00e77240,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1270,0000000b 00e77250,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1271,0000000b 00e77260,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1272,0000000b 00e77270,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1273,0000000b 00e77280,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1274,0000000b 00e77290,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1275,0000000b 00e772a0,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1276,0000000b 00e772b0,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1277,0000000b 00e772c0,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1278,0000000b 00e772d0,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1279,0000000b 00e772e0,      NOP,0,,,Miscellaneous,,,,,,,,,,,
1280,0000000b 00e772f0,      NOP,0,,,Miscellaneous,,,,,,,,,,,
